23/09/2026,Ing. Marcos,ED4,1,1,1,1,1,0,0,0,20,0,0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,10
23/09/2026,Ing. Marcos,ED5,1,1,1,1,1,0,0,0,20,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,0,10,10,17
23/09/2026,Ing. Marcos,ED6,1,1,1,1,1,0,0,0,20,0,0,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,0,10,10,4
23/09/2026,Ing. Marcos,ED7,1,1,1,1,1,0,0,0,20,0,0,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,8,8,9
23/09/2026,Ing. Marcos,ED8,1,1,1,1,1,0,0,0,20,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,8,8,8
23/09/2026,Ing. Marcos,ED11,1,65,50,0,75,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,13,13,13
23/09/2026,Ing. Marcos,ED12,1,1,1,80,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19,0,13,13,13
23/09/2026,Ing. Marcos,ED13,1,35,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,15,0,16,16,15
23/09/2026,Ing. Marcos,ED14,1,35,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,12,12,13
23/09/2026,Ing. Marcos,ED15,1,1,1,1,1,0,0,0,20,0,0,40,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,0,23,23,23
23/09/2026,Ing. Marcos,ED16,1,1,1,1,1,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,4,4,4
23/09/2026,Ing. Marcos,ED17,1,1,1,1,1,0,0,0,20,0,0,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,13,13,13
23/09/2026,Ing. Marcos,ED18,1,1,1,1,1,0,0,0,20,0,0,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,13,13,13
23/09/2026,Ing. Marcos,ED19,1,80,25,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,20,0,20,20,25
23/09/2026,Ing. Marcos,ED20,1,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,15,15,6
30/09/2026,Ing. Marcos,ED4,100,100,100,100,100,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20
